"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x567915703","x1368825838179934209",2021-03-08 07:28:06,"OsmundsenTerje","Google Co-Founder-s Airship To Use The Largest Hydrogen Fuel Cell Ever Made - https://t.co/TwSgR7LaQ6    Sergey Bri… https://t.co/rwqEyxr70o","Twitter Web App",,,,,FALSE,FALSE,4,1,,,,,"intelligentliving.co/airship-larges… twitter.com/i/web/status/1…","https://t.co/TwSgR7LaQ6 https://t.co/rwqEyxr70o","https://www.intelligentliving.co/airship-largest-hydrogen-fuel-cell-ever/ https://twitter.com/i/web/status/1368825838179934209",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368825838179934209","Terje Osmundsen","Oslo, Norge","Sustainability innovator. Founder/CEO of impact investment company Empower New Energy. Board chairman, Caritas Norway.","https://t.co/5X8FA4gGbL",FALSE,24778,12185,233,8110,522,2012-05-01 06:11:38,FALSE,"https://t.co/5X8FA4gGbL","http://www.empowernewenergy.com",,"https://pbs.twimg.com/profile_banners/567915703/1559570026","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1252122421903216640/179yQky8_normal.jpg"
"x1092369251355234305","x1368935056757170181",2021-03-08 14:42:05,"EmpowerNEnergy","Why Africa Hasn’t Kickstarted Its Renewable Energy Boom | https://t.co/LKAUDOO2Rq https://t.co/dDocEouOuB #oilprice… https://t.co/zKez8pFlQg","Twitter Web App",,,,,FALSE,TRUE,0,2,,,"oilprice",,"OilPrice.com oilprice.com/Alternative-En…","https://t.co/LKAUDOO2Rq https://t.co/dDocEouOuB","http://OilPrice.com https://oilprice.com/Alternative-Energy/Solar-Energy/Why-Africa-Hasnt-Kickstarted-Its-Renewable-Energy-Boom.html?utm_source=tw&utm_medium=tw_repost",,,,,,,,,"x567915703","OsmundsenTerje","en",,,,,,,,,,,,,,,,"x1368824574918459394","Why Africa Hasn’t Kickstarted Its Renewable Energy Boom | https://t.co/LKAUDOO2Rq https://t.co/dDocEouOuB #oilprice… https://t.co/zKez8pFlQg",2021-03-08 07:23:04,"Twitter Web App",8,2,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368935056757170181","Empower New Energy","Oslo, Norway","Award-winning impact investment finance company focusing on mid-scale solar and hydro in Africa. Follow CEO @OsmundsenTerje for news on the green energy shift<U+0001F331>","https://t.co/5X8FA4yh3j",FALSE,141,100,5,120,119,2019-02-04 10:28:19,FALSE,"https://t.co/5X8FA4yh3j","http://www.empowernewenergy.com",,"https://pbs.twimg.com/profile_banners/1092369251355234305/1607348605","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1257627018184753152/WyRaxxRC_normal.jpg"
"x3435192275","x1369117404983332864",2021-03-09 02:46:40,"Planetary_Sec","<U+0001F5F3> 

When a democracy democratically decides to roll back voting rights, it likely wasn’t a well functioning democra… https://t.co/PZA0VlMzYJ","Twitter for iPhone",,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,"x326665662","Alex_Verbeek","en",,,,,,,,,,,,,,,,"x1369074845082918918","<U+0001F5F3> 

When a democracy democratically decides to roll back voting rights, it likely wasn’t a well functioning democra… https://t.co/PZA0VlMzYJ",2021-03-08 23:57:33,"Twitter for iPhone",246,98,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369117404983332864","Planetary Security<U+0001F30D>","Burgh-Haamstede, Netherlands","ClimateSecurity | SDGs | biodiversity | environment. Tweets by the Institute for Planetary Security",,FALSE,115374,54070,842,1892,5469,2015-08-22 07:53:12,TRUE,,,,"https://pbs.twimg.com/profile_banners/3435192275/1449003532","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/671794787943624704/r8gP8AeS_normal.jpg"
"x1195025771368239106","x1369271530518089734",2021-03-09 12:59:07,"COP26","Gender equality must be at the heart of climate action. Delighted to share examples of our work with partners to su… https://t.co/2sQcyEb0Sn","TweetDeck",,,,,FALSE,TRUE,0,10,,,,,,,,,,,,,,,,"x891064766650863616","AliciaH_1","en",,,,,,,,,,,,,,,,"x1368974109191864325","Gender equality must be at the heart of climate action. Delighted to share examples of our work with partners to su… https://t.co/2sQcyEb0Sn",2021-03-08 17:17:16,"Twitter Web App",31,10,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369271530518089734","COP26","Glasgow, Scotland ","The official Twitter account for #COP26, the UN Climate Change Conference in Glasgow. <U+0001F30D> <U+0001F4AA> <U+0001F49A> <U+0001F1EC><U+0001F1E7>

#TogetherForOurPlanet

Our President: @AlokSharma_RDG","https://t.co/if6oJ5dVaz",FALSE,58999,419,484,3291,4108,2019-11-14 17:08:45,TRUE,"https://t.co/if6oJ5dVaz","http://ukcop26.org",,"https://pbs.twimg.com/profile_banners/1195025771368239106/1611747456",,"http://pbs.twimg.com/profile_images/1224456015891976192/IV4fRr3Q_normal.jpg"
"x214842351","x1368865919976538112",2021-03-08 10:07:22,"PEspinosaC","Women &amp; girls around the <U+0001F30F> are leading climate action. In the fight against the #ClimateCrisis, our voices are indi… https://t.co/VzLBupuGvG","Twitter Web App",,,,,FALSE,FALSE,768,299,,,"ClimateCrisis",,"twitter.com/i/web/status/1…","https://t.co/VzLBupuGvG","https://twitter.com/i/web/status/1368865919976538112",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368865919976538112","Patricia Espinosa C.","Bonn, Germany","Executive Secretary of UN Climate Change @UNFCCC (also in Spanish @CMNUCC, French @CCNUCC, Russian @RKIKOON and German @UNKlima)","https://t.co/9bKMFEsilq",FALSE,108146,413,1487,4731,394,2010-11-12 11:05:35,TRUE,"https://t.co/9bKMFEsilq","http://www.unfccc.int",,"https://pbs.twimg.com/profile_banners/214842351/1583934630","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1164519293456965634/bRcuEcSk_normal.jpg"
"x43092107","x1369285593461559300",2021-03-09 13:55:00,"ClimateHome","The number of methane plumes emitted from Russian gas infrastructure rose by 40% in 2020, satellite monitoring has… https://t.co/vjjmtgiWoT","TweetDeck",,,,,FALSE,FALSE,0,0,,,,,"twitter.com/i/web/status/1…","https://t.co/vjjmtgiWoT","https://twitter.com/i/web/status/1369285593461559300",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369285593461559300","Climate Home News","London","Climate Home News is an award-winning independent news site dedicated to reporting news you can trust on the international politics of the climate crisis.","https://t.co/ChwqaH5eYC",FALSE,50489,3286,1634,53661,2049,2009-05-28 11:34:51,FALSE,"https://t.co/ChwqaH5eYC","http://www.climatechangenews.com",,"https://pbs.twimg.com/profile_banners/43092107/1523876802","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/646596449145192448/AD5HVZuE_normal.png"
"x20688492","x1368983638365380614",2021-03-08 17:55:08,"theCCCuk","<U+0001F4E3>  SPEAKER ANNOUNCEMENT <U+0001F4E3>
Shadow Exchequer Secretary Abena Oppong-Asare MP and @theCCCuk's Mike Hemsley are joining… https://t.co/hoG4yuNvk6","Twitter Web App",,,,,FALSE,TRUE,0,6,,,,,,,,,,,,,,,,"x923848195905605633 x20688492","NetZeroAPPG theCCCuk","en",,,,,,,,,,,,,,,,"x1368925681598488577","<U+0001F4E3>  SPEAKER ANNOUNCEMENT <U+0001F4E3>
Shadow Exchequer Secretary Abena Oppong-Asare MP and @theCCCuk's Mike Hemsley are joining… https://t.co/hoG4yuNvk6",2021-03-08 14:04:50,"Twitter Web App",12,6,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368983638365380614","Climate Change Committee","UK","The UK’s independent adviser on tackling climate change.","https://t.co/N5Q4kY6F0E",FALSE,48150,4033,876,4895,5247,2009-02-12 16:06:40,TRUE,"https://t.co/N5Q4kY6F0E","https://www.theccc.org.uk/",,"https://pbs.twimg.com/profile_banners/20688492/1603963331","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1321744122122784769/qyXWCaBX_normal.jpg"
"x223416400","x1369260184586104841",2021-03-09 12:14:02,"CarbonBrief","UN: New national climate pledges will only cut emissions ‘by 2%’ over next decade | @Josh_Gabbatiss 

Read here <U+27A1><U+FE0F>… https://t.co/AljdjjGNvW","Buffer",,,,,FALSE,FALSE,7,2,,,,,"twitter.com/i/web/status/1…","https://t.co/AljdjjGNvW","https://twitter.com/i/web/status/1369260184586104841",,,,,,,,,"x3304651528","Josh_Gabbatiss","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369260184586104841","Carbon Brief","UK","Award-winning website focused on #climatechange, science, energy and policy. Sign up to our free newsletters: https://t.co/ixmp2wT6tn","http://t.co/h7y5MYIhsh",FALSE,93902,6387,2511,47880,2679,2010-12-06 10:05:27,FALSE,"http://t.co/h7y5MYIhsh","http://www.carbonbrief.org/",,"https://pbs.twimg.com/profile_banners/223416400/1473173405","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/653862580423925760/yOrK1vah_normal.jpg"
"x14050550","x1369283077512392712",2021-03-09 13:45:00,"insideclimate","Since the signing of the Paris agreement in 2015, banks have increased funding for fossil fuels. But that’s not the… https://t.co/SWq9SamVLQ","TweetDeck",,,,,FALSE,FALSE,1,1,,,,,"twitter.com/i/web/status/1…","https://t.co/SWq9SamVLQ","https://twitter.com/i/web/status/1369283077512392712",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369283077512392712","Inside Climate News","Everywhere","Pulitzer Prize-winning, nonprofit, non-partisan newsroom dedicated to covering climate, energy and the environment. Our newsletter: https://t.co/7ccs8Fqp7o","https://t.co/LlJ5LEuXV9",FALSE,132425,2443,3775,49706,1072,2008-02-27 18:41:54,TRUE,"https://t.co/LlJ5LEuXV9","https://insideclimatenews.org/",,"https://pbs.twimg.com/profile_banners/14050550/1607444958","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1336333785206407169/D4KAOfRp_normal.jpg"
"x16958346","x1369277543342280707",2021-03-09 13:23:00,"ClimateReality","Want to take climate action? You’ll need every trick in the book. 
https://t.co/r8fIJ70GOj","MeetEdgar",,,,,FALSE,FALSE,32,9,,,,,"reut.rs/2NYvR7r","https://t.co/r8fIJ70GOj","https://reut.rs/2NYvR7r",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369277543342280707","Climate Reality","Washington, DC","Founded by @algore, we’re bringing the world together to stop climate change and create a healthy and prosperous future powered by clean energy.","http://t.co/YpBBLcXB9g",FALSE,548047,3799,9477,79812,30057,2008-10-24 22:34:37,TRUE,"http://t.co/YpBBLcXB9g","http://climaterealityproject.org/",,"https://pbs.twimg.com/profile_banners/16958346/1613055748","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/808356177851518976/ZxOHK5Vm_normal.jpg"
"x17220934","x1366437609006899210",2021-03-01 17:18:07,"algore","Join @unitethepoor for today’s #MoralMonday at 3pm ET/12 pm PT. Let's lift up local struggles across the nation, as… https://t.co/uWHR8fRoM1","Twitter Web App",,,,,FALSE,FALSE,270,74,,,"MoralMonday",,"twitter.com/i/web/status/1…","https://t.co/uWHR8fRoM1","https://twitter.com/i/web/status/1366437609006899210",,,,,,,,,"x734411522898812928","UniteThePoor","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1366437609006899210","Al Gore","Nashville, TN","","https://t.co/R5WtdSm0cW",FALSE,3057067,40,36459,2846,45,2008-11-06 22:21:18,TRUE,"https://t.co/R5WtdSm0cW","http://algore.com/",,"https://pbs.twimg.com/profile_banners/17220934/1600194197","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1288163528340320257/ieQgrnv8_normal.jpg"
"x1351716580720316417","x1369226840016105481",2021-03-09 10:01:32,"ClimateEnvoy","Leaving the UK today with renewed hope for the climate agenda at @COP26 in November -- so much important work being… https://t.co/fxQJQt8MYb","Twitter Web App",,,,,FALSE,FALSE,1282,244,,,,,"twitter.com/i/web/status/1…","https://t.co/fxQJQt8MYb","https://twitter.com/i/web/status/1369226840016105481",,,,,,,,,"x1195025771368239106","COP26","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369226840016105481","Special Presidential Envoy John Kerry","","Special Presidential Envoy for Climate","https://t.co/eFqP1DyLiJ",FALSE,119885,7,757,63,0,2021-01-20 02:22:54,TRUE,"https://t.co/eFqP1DyLiJ","http://www.state.gov",,"https://pbs.twimg.com/profile_banners/1351716580720316417/1611183916",,"http://pbs.twimg.com/profile_images/1352029223649738756/rO6S637g_normal.jpg"
"x800285348261556224","x1369284652884754437",2021-03-09 13:51:15,"WeDontHaveTime","#ImageOfTheDay 

The #Gulfstream<U+0001F30A>moves warmer water<U+0001F4A7><U+2668><U+FE0F> from the Caribbean all the way to the northern Atlantic <U+0001F4A7> <U+0001F9CA>… https://t.co/crEnpvpgHE","Twitter for iPhone",,,,,FALSE,TRUE,0,31,,,"ImageOfTheDay Gulfstream",,,,,,,,,,,,,"x1219222929743007744","defis_eu","en",,,,,,,,,,,,,,,,"x1369211492495659012","#ImageOfTheDay 

The #Gulfstream<U+0001F30A>moves warmer water<U+0001F4A7><U+2668><U+FE0F> from the Caribbean all the way to the northern Atlantic <U+0001F4A7> <U+0001F9CA>… https://t.co/crEnpvpgHE",2021-03-09 09:00:33,"Twitter Web App",42,31,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369284652884754437","We Don’t Have Time","Together we are the solution","We Don’t Have Time is the world´s largest social network for sharing climate action and solutions. <U+0001F49A><U+0001F4A1><U+26A0><U+FE0F>","https://t.co/ZKpXWUxx8Y",FALSE,85679,60592,775,16313,17633,2016-11-20 10:31:10,TRUE,"https://t.co/ZKpXWUxx8Y","https://www.wedonthavetime.org/about-us",,"https://pbs.twimg.com/profile_banners/800285348261556224/1559738760","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1136270774204010497/9kwoaFQU_normal.png"
"x956250134786002944","x1369267001517088770",2021-03-09 12:41:07,"ClimateBen","@_ppmv contrary I'm having the conversation that nobody else is willing to have!) 2/2","Twitter Web App",,"x1369266732397977602","x956250134786002944","ClimateBen",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x223264842","_ppmv","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369267001517088770","Ben See","Paris, France","Literature Teacher providing information on the scientific reality of the Ecological-Climate Catastrophe, and urging immediate action to limit the damage.",,FALSE,56390,50314,601,36326,36179,2018-01-24 19:39:33,FALSE,,,,"https://pbs.twimg.com/profile_banners/956250134786002944/1525289950","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/991798409895047168/SMQ3gznm_normal.jpg"
"x2184934963","x1369276331591077895",2021-03-09 13:18:12,"ECOWARRIORSS","The Wildlife Conservation Society (WCS) estimates that 96 elephants are killed each day in Africa, translating into… https://t.co/OavcMK72NF","Twitter Web App",,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,,,"x2184934963","ECOWARRIORSS","en",,,,,,,,,,,,,,,,"x1368956349078462466","The Wildlife Conservation Society (WCS) estimates that 96 elephants are killed each day in Africa, translating into… https://t.co/OavcMK72NF",2021-03-08 16:06:42,"Twitter Web App",28,18,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369276331591077895","GO GREEN","","Why destroy our fragile #climate just to satisfy fossil fuel profit margins when we can go green save life on Earth #Arctic #keepitintheground #climatechange",,FALSE,26526,23354,340,133866,30432,2013-11-09 19:41:12,FALSE,,,,,"http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/534846179717033984/Cw06yZ7i_normal.jpeg"
"x28657802","x1369263205533548545",2021-03-09 12:26:02,"ClimatePower","Wow. 

If you thought Biden’s American Rescue Plan was popular (70% and higher), wait until you hear about the next… https://t.co/jURV0ZmGJJ","Twitter Web App",,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,,,"x476315898","politicalmiller","en",,,,,,,,,,,,,,,,"x1369253316878798850","Wow. 

If you thought Biden’s American Rescue Plan was popular (70% and higher), wait until you hear about the next… https://t.co/jURV0ZmGJJ",2021-03-09 11:46:44,"Twitter for iPhone",46,18,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369263205533548545","Climate Power","","A new era of bold climate action is here. Holding polluters accountable. Empowering @POTUS and his administration to build back better. Science can't wait.","https://t.co/UXG8aFHnu7",FALSE,232006,1092,5714,38962,212,2009-04-03 21:28:57,TRUE,"https://t.co/UXG8aFHnu7","http://climatepower2021.org",,"https://pbs.twimg.com/profile_banners/28657802/1612193204","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278350477839618048/f2bnf3td_normal.jpg"
"x20582958","x1369257795585855488",2021-03-09 12:04:32,"guardianeco","US must cut 50% of emissions by 2030, environmental groups say https://t.co/HlkiZilOS9","dlvr.it",,,,,FALSE,FALSE,47,22,,,,,"theguardian.com/us-news/2021/m…","https://t.co/HlkiZilOS9","https://www.theguardian.com/us-news/2021/mar/09/us-climate-crisis-cut-emissions-environment?CMP=twt_a-environment_b-gdneco",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369257795585855488","Guardian Environment","London, UK","News and comment on the world's most important environmental stories","https://t.co/IrYc3fUv80",FALSE,496500,7732,12101,67900,1098,2009-02-11 10:47:37,TRUE,"https://t.co/IrYc3fUv80","https://www.theguardian.com/environment",,"https://pbs.twimg.com/profile_banners/20582958/1542015197","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1061914878275977217/tF7xfYAu_normal.jpg"
"x14603515","x1369015031539630084",2021-03-08 19:59:53,"nytclimate","The pandemic has profoundly disrupted the largest public transit system in America. But for New York City to reach… https://t.co/E2VrA8EzGv","SocialFlow",,,,,FALSE,FALSE,6,3,,,,,"twitter.com/i/web/status/1…","https://t.co/E2VrA8EzGv","https://twitter.com/i/web/status/1369015031539630084",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369015031539630084","NYT Climate","Global","The New York Times newsroom team covering climate & the environment. Tweets by @jswatz & team. Photo by @joshhaner. Get our newsletter: https://t.co/o5aEEiTkdR","https://t.co/zGJ4T9rCnp",FALSE,101711,143,1,13770,3697,2008-04-30 18:04:24,TRUE,"https://t.co/zGJ4T9rCnp","http://nytimes.com",,"https://pbs.twimg.com/profile_banners/14603515/1487871014","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/968125317943406597/b5E2phyp_normal.jpg"
"x19918353","x1369090767164223491",2021-03-09 01:00:50,"YaleE360","According to a new study, at best, 24% topsoil in the United States Corn Belt has been completely removed by farmin… https://t.co/xqZ6QdGN9G","Hootsuite Inc.",,,,,FALSE,FALSE,44,21,,,,,"twitter.com/i/web/status/1…","https://t.co/xqZ6QdGN9G","https://twitter.com/i/web/status/1369090767164223491",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369090767164223491","Yale Environment 360","New Haven, CT","An online magazine offering reporting, analysis, and opinion on global environmental issues. Published at the Yale School of the Environment.","https://t.co/ygNFMIEXyb",FALSE,132499,2782,4045,16828,2508,2009-02-02 17:38:15,TRUE,"https://t.co/ygNFMIEXyb","http://e360.yale.edu",,"https://pbs.twimg.com/profile_banners/19918353/1563484081","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/823526112437370880/Pj9PMY1I_normal.jpg"
"x125767077","x1369031442789974017",2021-03-08 21:05:05,"YaleClimateComm","The U.S. House of Representatives has passed landmark legislation to protect almost 3 million acres of public land.… https://t.co/FvfSUGYOuT","Hootsuite Inc.",,,,,FALSE,FALSE,11,2,,,,,"twitter.com/i/web/status/1…","https://t.co/FvfSUGYOuT","https://twitter.com/i/web/status/1369031442789974017",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369031442789974017","Yale Program on Climate Change Communication","New Haven, CT","We conduct research on public climate change knowledge, attitudes, policy support & behavior. Posted events are not endorsements.","https://t.co/OlWqJO5cqt",FALSE,68310,2767,2122,11496,3221,2010-03-23 20:20:12,TRUE,"https://t.co/OlWqJO5cqt","http://climatecommunication.yale.edu/",,"https://pbs.twimg.com/profile_banners/125767077/1588106122","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/718090794289274885/3WBiFrXH_normal.jpg"
"x120181944","x1366409218681618434",2021-03-01 15:25:19,"ClimateDesk","Story over the weekend! Biden restored the Obama administration's estimate for the social cost of carbon,  Trump cu… https://t.co/zMLEuubI0K","TweetDeck",,,,,FALSE,TRUE,0,28,,,,,,,,,,,,,,,,"x114670081","rebleber","en",,,,,,,,,,,,,,,,"x1366395298721918984","Story over the weekend! Biden restored the Obama administration's estimate for the social cost of carbon,  Trump cu… https://t.co/zMLEuubI0K",2021-03-01 14:30:00,"TweetDeck",101,28,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1366409218681618434","Climate Desk","Earth","A journalistic collaboration dedicated to exploring the impact—human, environmental, economic, political—of a changing climate.","http://t.co/dB8BpuJE4x",FALSE,159824,874,4163,21640,307,2010-03-05 18:22:03,TRUE,"http://t.co/dB8BpuJE4x","http://www.climatedesk.org",,"https://pbs.twimg.com/profile_banners/120181944/1406137011","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg"
"x15463610","x1369003142369615876",2021-03-08 19:12:38,"ClimateCentral","""In Burlington, we have seen almost three degrees of warming in the spring season since 1970. With just over 13 mor… https://t.co/yI1wriD66r","Twitter Web App",,,,,FALSE,FALSE,9,6,,,,,"twitter.com/i/web/status/1…","https://t.co/yI1wriD66r","https://twitter.com/i/web/status/1369003142369615876",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369003142369615876","Climate Central","Princeton, NJ","Researching & reporting the science & impacts of climate change <U+0001F30E> 
Retweets and shares <U+2260> endorsement | image: Alexander Gerst/NASA","https://t.co/1I6UpNcrdn",FALSE,127361,6785,3782,60345,37540,2008-07-17 03:30:32,TRUE,"https://t.co/1I6UpNcrdn","https://www.climatecentral.org",,"https://pbs.twimg.com/profile_banners/15463610/1562600922","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1148257751925186560/3AUI4s1P_normal.png"
"x987274804096126977","x1367846256127729664",2021-03-05 14:35:35,"ChiefExecCCC","<U+0001F9F5> https://t.co/bvjKnCMtZW","Twitter for iPhone",,,,,FALSE,FALSE,10,3,,,,,"twitter.com/summerton_econ…","https://t.co/bvjKnCMtZW","https://twitter.com/summerton_econ/status/1367836358480429057",,,,,,,,,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1367846256127729664","Chris Stark","UK","Chief Executive of the UK's Climate Change Committee (CCC) @theCCCuk","https://t.co/Pd6pT5CUiw",FALSE,19502,2215,228,1919,1676,2018-04-20 10:20:30,FALSE,"https://t.co/Pd6pT5CUiw","http://www.theccc.org.uk",,"https://pbs.twimg.com/profile_banners/987274804096126977/1603898199","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1199276924935258112/D5KGPF4j_normal.jpg"
"x1186967001765466112","x1361611259892932608",2021-02-16 09:39:56,"NetZeroUK","“We could do a lot more in raising awareness [of #NetZero] through local targets, local debate, #climateassemblies,… https://t.co/Ab58e39Wlw","Twitter Web App",,,,,FALSE,FALSE,29,13,,,"NetZero climateassemblies",,"twitter.com/i/web/status/1…","https://t.co/Ab58e39Wlw","https://twitter.com/i/web/status/1361611259892932608",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1361611259892932608","Climate Assembly UK","London","#ClimateAssemblyUK was the first UK-wide citizens’ assembly on climate change. It published its final report in Sept 2020. Commissioned by @HouseofCommons.","https://t.co/254sPn1s6U",FALSE,10592,2205,119,2338,3435,2019-10-23 11:26:17,FALSE,"https://t.co/254sPn1s6U","https://www.climateassembly.uk/",,"https://pbs.twimg.com/profile_banners/1186967001765466112/1581694015",,"http://pbs.twimg.com/profile_images/1219223757056888837/nvkdX4f1_normal.jpg"
